size,type,weight,dist_f_ch,dist_ch_s,time_sec,bench_free,priority
small,iron,16.991696992911077,54,21,14333,2,1
big,iron,14.316617240265506,28,16,16230,1,4
small,iron,17.309703421815613,40,19,13981,0,2
big,gold,10.158369969304513,54,5,8470,8,1
big,gold,9.319054082347812,28,14,14089,3,5
small,gold,16.35869464744987,51,22,14900,5,1
small,iron,12.465780893418742,58,24,1670,5,1
small,iron,7.690930453691891,25,17,12509,3,3
big,gold,10.625287929541514,1,22,358,4,5
small,gold,17.009864230198406,45,7,17405,0,2
small,gold,18.858832721334103,48,20,735,2,2
small,iron,16.404834072143792,2,21,15947,3,3
big,gold,15.771878829957593,58,18,1169,2,1
small,gold,17.1747192476961,46,8,13394,4,1
big,iron,8.007954160616327,11,28,1512,5,2
big,iron,13.693717407980033,44,27,12701,2,2
small,gold,13.912786021463848,41,29,4629,1,3
big,gold,19.188993973742914,35,4,15963,3,3
small,gold,5.229568179537387,34,5,19603,5,3
small,iron,19.557845091749094,6,15,9916,5,1
small,gold,15.891108924358258,57,30,4114,4,1
big,gold,5.336576362671208,18,13,10442,1,4
big,gold,12.782188289116116,17,12,2474,1,4
big,gold,6.046764462753676,10,27,18820,6,5
big,gold,14.050921400485286,12,4,708,2,3
small,gold,11.774108121234914,3,24,15877,3,4
big,gold,16.58639397415974,50,19,14945,5,2
big,gold,13.691433235395783,54,11,17628,3,2
small,gold,16.79570537243123,3,22,15596,2,5
big,iron,10.531791526684623,11,13,13477,5,2
big,gold,17.853305266962927,27,26,4060,2,3
big,iron,17.9945931170026,12,21,7505,3,2
small,iron,14.831580887906352,12,4,11167,0,5
small,gold,8.955760058090105,42,30,18502,3,5
big,iron,19.871462695720098,53,24,11932,2,1
small,gold,17.266004430616515,19,14,5039,0,5
big,gold,17.774775692906495,31,20,6953,1,3
big,iron,5.173268605261013,24,26,6353,4,2
big,iron,17.392167981396476,22,17,13626,1,4
small,iron,8.266408610361088,3,23,4532,1,4
big,iron,12.62384358551864,43,26,19883,0,5
small,iron,15.564283298050839,56,23,14290,0,2
big,gold,11.154383657824097,46,17,4489,4,4
small,gold,8.654350673342286,60,10,11736,2,3
big,iron,12.502728333706417,50,10,5386,3,1
small,gold,9.49649325591825,22,4,11480,3,5
big,gold,14.22981022755841,50,16,9937,3,2
small,gold,6.645603037580213,13,16,14030,5,3
big,iron,11.124762376401499,24,13,4220,1,3
big,iron,13.874039195184755,43,20,16565,4,2
big,gold,19.85782183629648,17,12,15537,0,4
small,gold,12.431866551361697,46,16,5220,5,2
big,iron,11.388289196626456,11,24,16528,2,4
big,iron,19.838188463619893,9,14,15256,2,3
big,iron,18.88077484324535,45,5,6446,0,2
big,iron,15.094501352313054,29,11,10425,3,3
small,gold,13.171599505375912,56,15,36,2,1
big,gold,9.063430064132685,11,27,17824,5,4
small,iron,14.357791722481732,43,5,13732,1,3
small,gold,17.50960130059341,14,8,797,2,3
big,iron,19.723799703976034,28,11,15154,5,2
small,gold,7.564562139780855,30,4,4688,4,3
big,gold,9.110848385160605,51,28,10153,4,2
big,gold,18.26638792982163,24,6,3595,3,3
big,gold,17.91447655667654,22,21,270,5,2
big,iron,15.74988239797033,28,15,1118,1,4
big,iron,6.555969339679218,59,26,477,4,1
small,iron,15.59383036443747,23,19,13369,3,2
big,iron,12.035886441340548,33,27,18677,2,4
big,iron,10.568767399315401,4,22,15807,1,5
small,gold,8.76029608291763,36,26,19037,3,3
big,iron,9.769709840292212,4,19,10519,0,5
small,gold,13.036894387886369,0,6,6949,4,5
small,gold,7.429247544186442,15,21,16677,1,5
big,gold,12.639581877412454,11,14,4263,2,4
big,gold,5.7230496050647695,31,7,12768,1,5
big,gold,11.15955482383308,12,15,2787,2,3
big,iron,19.400396935789356,12,15,12907,2,3
small,gold,16.08462707420036,54,30,5098,2,1
big,gold,6.029031130873309,38,23,4656,5,3
big,gold,15.31754352502128,0,25,15184,4,5
small,iron,7.941697477703295,46,12,19311,2,5
small,iron,12.112465596163425,44,15,13544,0,3
small,iron,9.412527668802825,54,10,9882,5,1
big,iron,19.01241537643481,32,17,14441,4,2
small,iron,5.816602475322624,57,11,19260,3,4
small,iron,18.214370587464387,57,12,15996,3,1
small,gold,15.52068002952518,22,14,8062,0,4
small,iron,10.441837533175836,4,29,10942,2,4
small,iron,18.194638232610338,57,4,9014,2,1
small,iron,11.094542995151151,39,27,10271,3,1
big,gold,15.475550622948983,53,28,14157,5,1
big,iron,16.81798200743279,4,10,4339,3,2
big,gold,9.295864200922319,19,9,16065,6,5
big,gold,6.0838364376215,0,10,10169,4,5
small,gold,18.021887748691633,22,27,4684,5,1
big,gold,8.469308781215544,45,8,18075,0,5
big,gold,18.9771050075444,10,5,19887,3,5
big,iron,9.72559528753182,22,8,10702,1,4
small,gold,11.223437631774127,53,11,781,4,1
big,iron,11.454652867921693,18,22,11701,2,5
small,gold,12.01833792979131,32,18,1003,8,1
big,iron,19.441436860640223,26,17,17313,2,5
big,gold,8.676302435144738,12,7,2293,5,4
big,iron,14.124109962613366,56,24,14985,4,2
big,iron,9.411967322455894,49,30,11280,0,2
big,gold,6.963952687897449,23,14,14162,5,3
small,iron,9.331580989033432,51,19,12734,5,1
small,gold,13.286061622316627,30,12,6513,0,5
big,gold,14.10484942186628,39,25,17995,2,5
big,iron,8.955819966025466,17,19,15928,5,4
big,iron,19.80971669442711,24,11,8981,5,3
big,iron,10.44113776763014,56,12,17256,2,3
big,gold,17.480568993662363,13,9,15680,3,4
small,gold,5.525508218893225,25,29,7020,0,4
big,gold,15.42827112099996,46,26,12264,3,4
small,iron,9.551938597303012,20,15,3771,3,3
small,iron,13.053337734916594,46,9,8282,2,3
small,gold,17.54905151883963,23,9,7811,3,2
small,iron,15.872667886678004,31,14,11473,9,1
small,iron,10.3945036626399,60,6,6594,2,2
big,iron,15.987191953850619,45,23,4295,1,2
big,gold,11.209962445637919,56,6,7423,2,2
small,iron,5.952295799252608,12,10,15270,2,4
small,gold,14.983773796719897,50,14,704,2,3
small,gold,19.05224297158914,32,21,10837,3,2
big,gold,6.254783947277036,46,15,11209,9,2
small,iron,15.314379525327372,19,29,16475,4,2
small,iron,17.59600999245726,44,14,4220,1,2
small,iron,13.949488965111463,60,18,7340,2,1
big,iron,12.281033728927325,30,16,767,3,2
small,gold,8.55817899330553,25,11,3820,4,4
big,iron,7.907772982502062,32,20,14728,4,3
small,iron,10.944448382150023,12,29,9686,2,2
big,gold,14.61931987340129,34,9,14598,1,4
big,iron,9.720081587344897,11,28,9832,3,3
small,iron,12.326088487982778,42,26,14431,0,2
small,iron,13.999839848044372,60,20,6378,4,1
big,gold,8.14969440954615,46,23,11682,5,4
big,gold,16.120928911873825,60,24,12088,4,2
big,iron,14.42973162186394,26,13,13134,4,4
small,iron,13.877508876374083,48,24,5993,4,2
big,iron,12.171668862284085,34,15,6305,3,2
small,iron,10.472085979743545,29,16,11854,5,3
big,gold,13.232202905992603,38,28,18048,5,4
big,iron,16.485973422477667,40,11,10649,2,3
big,gold,15.590155436025842,3,6,8783,4,5
small,gold,16.065672189481926,42,5,432,7,1
small,iron,8.141262330493843,32,14,1767,3,2
small,gold,16.69526950311465,7,5,13338,0,5
big,iron,10.031183333830063,10,29,2950,4,1
big,iron,8.49622908097131,8,5,8197,1,5
small,iron,6.823266847720518,50,25,1970,5,1
small,gold,17.454910978834484,24,10,16046,4,3
small,iron,14.347960091945897,26,23,4817,2,2
small,gold,17.619588937438394,22,7,14511,2,5
small,gold,13.42123707422109,44,29,9568,0,4
big,gold,17.904206656691724,28,5,15814,2,5
small,gold,13.348568458981433,60,13,9437,0,1
small,gold,14.687668573088839,18,19,5266,5,2
big,gold,5.845408309711545,58,21,19267,3,4
big,gold,15.044880043586566,37,13,14935,1,5
small,gold,13.965674689356215,39,5,12886,4,5
small,iron,8.63114306465969,46,30,13170,0,3
small,iron,6.691007335111837,53,27,17462,3,1
small,iron,10.207772095716958,53,22,18401,0,3
small,gold,5.902740630837988,54,12,3207,0,2
small,gold,14.012438823748269,24,29,13036,1,3
big,iron,13.189143825064907,47,8,18300,1,5
big,iron,18.767233415498367,17,5,2248,7,2
big,gold,12.763424132122989,29,25,17026,5,3
small,iron,15.945959576115326,9,11,10778,8,1
big,iron,14.959776136842528,26,24,1553,8,1
big,gold,15.494958247536509,34,25,12802,3,3
small,gold,9.70478257388583,50,7,6343,2,5
big,gold,11.230251346115645,2,20,18406,1,5
small,gold,6.796544738572545,36,16,18005,5,4
big,iron,14.757083245822063,52,13,5632,3,1
big,iron,9.536567490537546,47,16,16588,6,1
small,gold,13.231887661490433,29,26,7223,0,5
big,gold,18.82285599369437,25,7,4106,2,3
big,iron,15.243712235395016,37,17,16469,4,1
big,iron,9.014992591865733,42,23,9469,2,3
big,gold,12.719707639354505,24,28,12196,3,4
big,gold,14.03265332247113,33,19,5499,4,2
small,gold,17.752302133636224,0,18,8912,0,5
small,iron,16.90641806079538,19,8,16512,5,1
big,gold,9.728535176240136,48,19,14444,4,5
small,iron,18.794624300215087,25,30,19694,4,1
small,gold,7.210819737120119,28,12,598,4,3
big,iron,9.141323500200325,57,17,16137,0,3
big,gold,5.507966090783064,24,6,7726,1,5
small,iron,9.668953402530045,26,11,14579,1,4
big,gold,11.210727581776363,46,4,8298,3,4
big,gold,8.619623924970732,51,27,3361,5,1
small,gold,5.189182403821841,21,11,1700,3,3
big,gold,5.157714065163686,10,29,19880,4,5
small,iron,18.859490347266927,39,26,19297,1,3
small,gold,16.022094886252173,6,8,6540,5,3
big,iron,15.47592920632525,44,13,19570,1,3
big,gold,16.786008496207632,29,15,15783,3,3
big,iron,15.412841410424225,59,26,11973,4,1
small,iron,5.921861525074419,18,30,10358,9,1
big,gold,18.88596400789864,46,30,6682,10,1
small,gold,11.432160069817318,0,16,16694,3,5
small,iron,11.80140212498743,1,15,12992,3,3
big,gold,18.29854294088676,27,7,18081,4,5
big,gold,8.067544311960905,38,15,18541,3,5
small,gold,9.69229340183785,10,9,18308,4,5
big,iron,17.825176910822066,37,26,17474,7,1
big,iron,12.794922372467676,40,13,12802,6,2
big,iron,11.302247448048982,7,19,6457,2,5
big,gold,19.318433188585068,52,10,8944,1,1
small,iron,18.330759394737335,45,26,14232,0,1
small,iron,18.310842352691523,20,24,10974,2,1
big,iron,8.183032756531478,22,22,3079,2,3
big,iron,17.65845398278172,16,26,14908,3,1
small,iron,14.850415122235068,38,14,13460,5,1
small,iron,15.372912793706847,41,29,5330,4,1
big,gold,5.717460811657537,16,21,4727,4,5
big,gold,13.33601798104115,33,6,14534,6,4
small,iron,8.278420275925221,10,4,16218,5,3
small,iron,18.906737484060617,25,24,19372,5,4
big,gold,13.424490695485664,24,17,13947,0,4
small,gold,14.260848206860759,23,29,14747,3,3
small,iron,8.649274160220086,12,6,224,3,4
small,iron,11.320641760976658,1,23,9928,5,1
small,gold,12.941023513598255,60,18,11232,6,1
big,gold,17.180602687829225,24,5,2063,0,3
small,gold,14.173800983570969,44,25,9052,1,3
small,gold,6.695550782221609,52,5,1347,1,4
big,iron,11.761717566001378,2,8,18773,1,5
big,iron,9.432840869496404,24,28,2708,0,5
big,iron,13.083737382236968,23,14,10968,4,5
small,iron,12.047526563886576,38,26,14778,2,1
big,gold,5.334921599283811,55,18,2239,4,1
big,iron,8.112753798513953,41,16,7388,10,2
big,gold,14.90118357348799,36,9,15870,7,3
small,iron,13.164937783312473,13,7,10280,2,3
small,iron,5.799219993794713,29,4,17559,1,5
big,iron,13.965009533167564,45,4,2373,8,2
small,gold,12.548841881672365,32,4,11088,3,5
small,gold,7.253023368493999,37,29,12834,8,1
small,iron,5.029388998582553,18,10,17510,0,5
big,gold,10.031243744996068,28,27,10265,0,5
small,iron,16.695398965254608,23,12,6221,1,2
small,gold,6.99545230773605,30,17,4383,4,4
big,iron,19.166475167032488,12,16,5841,3,2
big,gold,13.136802455403641,39,26,3605,1,5
small,gold,16.3759235888645,43,26,17705,3,1
big,iron,19.65281189616989,46,7,4210,3,2
big,iron,8.939772501829273,14,15,8349,5,2
small,gold,13.742860062948509,25,27,2314,5,2
big,gold,10.109856987819109,25,6,19884,5,5
small,iron,6.268187779385269,53,26,8538,4,1
big,iron,16.902525459928246,56,12,18708,0,2
small,gold,5.181297040519389,29,22,10276,5,3
small,iron,18.032524421734266,24,12,10735,0,2
small,iron,16.918287832965888,1,18,16275,3,4
big,iron,14.576009042311222,20,19,15689,4,3
big,gold,13.867098711213197,4,10,18077,5,4
big,iron,17.684907627904515,25,21,15995,1,5
big,iron,5.835575077909529,23,6,17964,3,5
big,gold,16.045854898248074,15,4,7125,2,5
small,iron,7.706290802262604,59,22,419,0,1
big,gold,5.305312491930863,44,18,9229,4,4
big,gold,9.68435168288598,39,19,3364,6,2
small,iron,9.907534601344366,41,10,18063,2,4
big,gold,7.889268166217594,21,5,14729,5,5
big,iron,15.662550577721023,15,24,10162,3,2
small,gold,13.383664313736565,51,11,12025,2,2
big,iron,18.80091606965791,25,13,6019,2,3
big,iron,16.42538358818726,43,27,15643,2,2
big,gold,17.391948731304556,32,28,2557,0,2
small,iron,18.537564744204698,1,13,15201,3,3
big,gold,17.095382907156594,52,14,8530,4,1
small,gold,6.772038176530087,1,30,8915,2,4
big,gold,7.782186403933976,20,13,8996,4,5
big,iron,11.02717331747092,45,19,19167,5,2
small,iron,9.981006137600943,35,7,9871,3,3
big,gold,18.281384051512713,50,27,480,1,2
small,gold,12.862999534677462,57,8,15080,0,1
big,iron,18.13904408320047,43,12,18634,9,1
big,gold,10.807422037614117,15,22,19556,3,5
big,iron,18.597625239434038,0,27,5469,3,3
big,gold,6.075913503399388,44,19,7788,1,4
small,gold,11.683214884018756,19,27,5346,1,2
big,iron,18.516910231762132,39,18,16199,2,3
big,iron,11.744391648321109,31,16,12908,4,3
small,iron,15.990378944600828,9,7,12599,3,4
small,gold,10.413150078478381,22,13,19722,3,5
big,iron,17.43815257459109,60,6,16997,5,1
big,gold,14.471205748547073,19,11,2718,2,4
big,gold,17.177878591016995,47,15,8513,2,4
small,iron,13.047306009328874,42,29,18454,1,4
big,iron,14.564216363132733,26,29,9295,5,2
small,gold,12.929824462225628,46,19,7130,3,3
small,gold,13.509680213289702,34,15,6038,5,2
small,iron,15.337502653647897,37,13,13891,5,1
small,gold,6.812713543367744,22,28,14006,2,5
small,iron,16.528657935695566,57,13,9035,0,1
big,gold,10.328114051006402,15,30,5597,1,4
big,iron,5.188684243740637,32,16,754,3,2
big,iron,14.655122852808445,54,6,8186,4,2
big,gold,14.204598731593533,43,14,7098,0,3
small,iron,15.88731873834089,35,28,10316,5,1
small,iron,19.97478689415306,4,14,105,3,2
big,gold,11.921735104765348,22,23,16423,3,5
big,gold,19.599835111106838,27,30,5089,10,2
small,gold,13.666718858983021,51,6,12973,3,3
small,gold,10.368155417921606,52,27,9901,7,1
small,gold,15.166847448560295,26,23,10737,0,4
big,iron,7.946822285051916,21,21,17974,4,5
small,iron,19.494381681673943,11,17,1541,5,1
small,iron,11.615864765728956,29,22,6774,5,2
small,gold,5.159471784488545,9,7,1369,0,5
small,gold,14.829882588948875,10,29,15689,1,3
big,iron,6.8049543273148325,57,10,7158,0,3
small,iron,6.333738100807811,32,8,8991,10,1
small,gold,5.35331692000753,23,23,484,1,3
small,iron,18.244516118399424,25,6,12050,5,2
big,iron,5.505168784672571,24,12,4501,5,2
big,iron,13.058034056088555,51,10,1224,4,1
small,iron,12.341546364278807,32,29,19018,5,2
big,iron,18.665569328034284,39,10,10343,1,3
small,gold,18.667139673651036,35,26,4329,4,1
big,iron,18.813227636256226,34,19,6970,1,2
small,iron,11.000042760527776,26,18,15989,1,3
small,gold,12.102524473984326,46,22,9477,0,4
small,gold,17.385029554278905,57,20,13180,4,2
small,gold,6.802371822875599,21,10,5894,3,4
big,iron,6.7162744323645605,20,28,2509,4,2
big,iron,18.825919943697514,46,4,164,5,1
big,gold,5.44150831905583,6,12,4080,3,5
small,iron,10.743107294711251,27,12,18472,2,5
big,iron,7.924193351484796,60,25,599,1,2
small,iron,6.259797841810271,42,17,325,5,1
big,iron,19.60802150448736,13,16,604,2,1
big,gold,7.489284224916154,24,4,14680,4,5
big,iron,11.479622838409371,57,27,17748,3,1
small,iron,8.84258756553022,32,14,8972,5,1
big,gold,12.367543947486517,51,5,19594,5,4
small,gold,16.50341305934358,49,11,7135,4,2
big,gold,14.89575418886809,47,23,18579,7,4
big,gold,13.576246537869288,39,4,9933,0,3
big,iron,12.660218910647114,8,25,7097,0,5
big,iron,6.9777806826117414,17,16,17640,3,5
small,iron,11.037554891968057,2,20,1474,4,2
small,iron,18.578989282531808,26,24,2279,4,1
small,iron,17.30784568392065,10,11,15282,1,3
big,iron,5.971096227081724,36,18,18375,3,5
big,gold,17.606651316917166,24,7,5700,5,4
big,gold,17.42057962773602,57,17,12233,0,3
big,gold,17.029412237471092,48,23,3891,2,3
small,gold,17.222189383080952,13,8,3300,5,3
small,gold,19.745510277155603,23,7,9186,1,4
big,gold,5.828082880353149,25,6,18975,3,5
big,iron,10.757070881029586,1,26,1614,5,3
big,gold,19.526564660207967,44,27,17978,4,2
small,iron,13.290034053153677,4,17,493,1,5
big,gold,15.234457284608173,50,19,19942,4,5
big,iron,10.427828245746678,28,14,10082,1,4
small,iron,8.1784889033477,27,17,16160,2,4
big,gold,19.676389885547152,1,10,12579,3,5
big,iron,10.424782742178026,38,16,16871,0,3
small,gold,13.413006867683208,46,4,12203,8,3
big,gold,8.65722155351403,25,17,3105,4,4
big,iron,19.50426858512371,14,28,504,9,1
big,iron,8.876206969733495,60,23,16636,1,3
big,gold,18.70917991391132,29,20,1740,2,2
big,gold,9.377147145656783,40,10,14486,9,3
big,gold,19.20388391112493,48,22,3714,0,3
big,gold,10.509978730768628,35,29,13214,2,2
big,iron,18.08090661197585,33,30,6678,2,3
small,gold,13.997372661404095,41,29,17669,2,5
big,iron,6.707358797592627,53,9,14571,2,3
small,iron,9.434319330919664,41,9,9546,4,3
small,gold,16.413314003002323,51,5,503,1,2
small,iron,15.013065337374533,17,28,6204,5,1
big,gold,10.341469676404957,10,17,3748,5,3
big,iron,7.9301815738204615,6,19,14884,1,5
small,iron,17.432490593294663,1,15,14883,5,2
big,gold,14.335760142914202,27,22,8483,1,5
small,iron,15.229471133638967,52,5,7779,0,1
big,gold,12.18600211582736,3,12,11493,2,5
small,iron,10.255112911057267,40,16,9090,4,2
big,gold,10.733742763640617,48,8,9568,5,3
small,gold,5.466675946722654,56,18,2063,3,2
big,gold,19.156445566190186,49,22,17453,4,1
big,iron,10.498193988739025,5,7,5942,2,5
small,gold,12.24453639067574,9,26,7992,5,3
big,iron,10.357341153864342,60,22,6791,3,1
big,gold,10.327790703677081,5,5,19145,0,5
big,iron,15.284216552486626,60,13,19157,0,2
big,gold,15.055340750667282,57,24,18263,2,4
small,gold,17.15337525149247,16,19,11115,0,4
big,gold,6.076873991220304,49,4,6616,3,3
big,iron,18.11088033267379,3,21,2659,5,1
big,iron,19.35023302301345,7,11,11048,1,5
big,iron,19.83659247453894,22,13,14976,3,3
small,iron,6.931879884089774,13,5,13567,5,5
small,iron,12.300460483614192,26,23,18578,1,5
small,iron,19.08564360238961,16,11,19394,4,2
big,gold,16.384047502123305,16,21,719,2,5
small,gold,5.903018770998726,21,15,8267,1,5
small,gold,18.054566244950717,3,5,10454,5,4
small,gold,17.578183803620693,42,6,11871,3,4
big,gold,16.702520458990858,52,7,8088,2,3
big,gold,11.177555383631155,24,4,13226,4,5
small,iron,14.484420147057794,12,5,12432,5,3
small,iron,15.738845002814461,55,4,10561,4,1
big,iron,10.949745641646475,53,27,2145,5,1
big,iron,16.760003400573982,28,29,5569,1,2
big,iron,9.09931534147769,15,13,3033,2,5
big,iron,7.754512357630087,45,6,6978,1,4
big,gold,17.883490386661503,51,18,11061,4,1
big,iron,10.089817280143379,1,23,7488,4,4
small,gold,5.851576356718333,17,18,9742,3,4
big,iron,17.49045969353711,52,15,5770,3,1
small,iron,16.985234416916327,6,16,13972,4,3
big,iron,17.03585688202889,15,6,10134,1,4
big,gold,10.113254284056483,50,14,14379,2,5
small,iron,14.04873634740961,49,6,1233,4,3
small,iron,5.208732848478534,16,13,16451,0,5
small,gold,5.034279606730957,53,7,15604,10,1
small,gold,8.888995264584869,18,10,15010,1,5
small,iron,12.87961592292383,12,9,50,4,2
big,iron,14.004731154208384,24,10,18922,3,3
big,gold,7.001005653770044,36,8,12882,5,3
big,iron,18.014945356946416,36,21,11966,4,1
big,iron,19.39328268547068,15,11,1317,3,2
big,iron,6.788182310338248,38,22,15432,4,4
big,iron,17.357867623790902,1,17,19121,2,5
small,iron,14.213568440919243,4,10,18283,3,4
small,iron,12.535974738073067,15,9,11703,5,1
small,iron,12.335952628294958,58,7,9535,0,1
small,iron,16.24752741081621,42,27,8399,2,1
big,gold,8.13372782638138,3,24,2370,0,5
small,iron,14.134382154712613,4,19,7514,5,2
small,gold,8.920303071499035,50,5,16780,8,3
big,gold,6.277429417653342,30,19,18727,0,5
small,gold,13.293195794278404,43,18,2364,6,1
big,iron,9.029117401065097,18,29,3710,2,4
small,iron,16.139807700468577,17,17,6675,4,1
big,iron,14.756192124801471,9,6,9314,1,5
big,gold,8.364836269220103,36,22,15676,1,5
big,iron,17.92343682239202,34,16,11522,1,3
small,gold,10.204978834409253,33,25,4204,2,4
big,gold,15.63579877902921,56,30,2683,2,1
big,gold,9.009851418565718,40,28,4264,5,2
small,gold,7.948994664494747,56,19,3767,2,3
small,gold,17.904094973740868,44,11,16557,1,3
small,gold,18.7799798128183,8,18,2191,4,3
